City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
498,San Quintin,30.4833,-115.95,56.43,77,2,4.68,MX,2021-01-31 05:26:34
499,Balsas,-7.5325,-46.0356,72.01,90,66,0.72,BR,2021-01-31 05:23:28
500,Anadyr,64.75,177.4833,-0.4,78,90,29.08,RU,2021-01-31 05:25:08
501,Qui Nhon,13.7667,109.2333,75.4,79,100,13.56,VN,2021-01-31 05:25:37
502,Kutum,14.2,24.6667,49.24,43,0,3.38,SD,2021-01-31 05:25:15
503,Rock Sound,24.9,-76.2,70.3,65,86,17.43,BS,2021-01-31 05:28:45
504,Klaipeda,55.7172,21.1175,32.0,69,90,6.91,LT,2021-01-31 05:28:45
505,Puerto Leguizamo,-0.1934,-74.7819,73.51,70,64,2.19,CO,2021-01-31 05:28:45
506,Alanya,36.5438,31.9998,48.2,87,0,6.91,TR,2021-01-31 05:28:34
507,Kupang,-10.1667,123.5833,82.4,83,90,16.11,ID,2021-01-31 05:24:59
508,Payakumbuh,-0.2202,100.6308,78.39,68,93,2.93,ID,2021-01-31 05:28:45
509,Yongan,39.6957,113.6871,36.14,59,0,25.39,CN,2021-01-31 05:28:45
510,Flin Flon,54.7682,-101.865,3.69,94,89,2.95,CA,2021-01-31 05:28:45
511,Pacifica,37.6138,-122.4869,52.0,67,98,5.1,US,2021-01-31 05:26:43
512,Tambopata,-12.7333,-69.1833,71.65,98,40,2.55,PE,2021-01-31 05:25:21
513,Walvis Bay,-22.9575,14.5053,66.99,77,7,8.05,NA,2021-01-31 05:25:04
514,Puerto Colombia,10.9878,-74.9547,77.0,78,0,13.8,CO,2021-01-31 05:28:46
515,Ayagoz,47.9714,80.4392,19.31,90,100,13.78,KZ,2021-01-31 05:28:46
516,Tambura,5.6,27.4667,65.8,27,40,5.01,SS,2021-01-31 05:28:46
517,Methoni,36.8197,21.7049,51.01,100,20,6.13,GR,2021-01-31 05:28:46
518,Cabo San Lucas,22.8909,-109.9124,64.0,82,53,1.01,MX,2021-01-31 05:25:06
519,Mao,39.8885,4.2658,51.8,71,0,13.8,ES,2021-01-31 05:26:23
520,Portobelo,9.55,-79.65,79.0,99,75,15.35,PA,2021-01-31 05:28:46
521,Luzhou,28.8724,105.4405,55.89,60,100,2.33,CN,2021-01-31 05:28:46
522,Geraldton,-28.7667,114.6,100.4,25,0,18.41,AU,2021-01-31 05:24:35
523,Huambo,-12.7761,15.7392,55.94,94,100,2.01,AO,2021-01-31 05:28:47
524,Hauterive,46.0901,3.4459,46.4,71,75,9.22,FR,2021-01-31 05:28:47
525,Broome,42.2506,-75.833,10.4,85,40,1.28,US,2021-01-31 05:28:47
526,San Jeronimito,17.55,-101.3333,73.6,83,49,3.56,MX,2021-01-31 05:28:47
527,Sioux Lookout,50.1001,-91.917,21.2,86,90,5.75,CA,2021-01-31 05:28:47
528,Umm Kaddadah,13.6017,26.6876,58.33,32,23,13.71,SD,2021-01-31 05:26:23
529,Tateyama,34.9833,139.8667,55.99,47,20,10.36,JP,2021-01-31 05:24:59
530,Gambo,4.6482,22.2633,61.45,44,95,1.48,CF,2021-01-31 05:28:47
531,Razumnoye,50.5344,36.6846,35.6,100,90,11.18,RU,2021-01-31 05:28:47
532,Matay,28.419,30.7792,47.5,51,0,4.88,EG,2021-01-31 05:28:48
533,Ewa Beach,21.3156,-158.0072,75.2,68,1,5.75,US,2021-01-31 05:28:48
534,Chifeng,42.2683,118.9636,24.3,92,99,1.12,CN,2021-01-31 05:28:48
535,Mokobeng,-22.9965,27.6678,72.79,83,0,10.71,BW,2021-01-31 05:28:48
536,Jiayuguan,39.8167,98.3,32.77,55,0,7.43,CN,2021-01-31 05:28:48
537,Meulaboh,4.1363,96.1285,85.08,61,70,4.03,ID,2021-01-31 05:24:48
538,Pangoa,-12.1167,-73.0,65.3,94,89,2.3,PE,2021-01-31 05:25:32
539,Dhidhdhoo,6.8833,73.1,81.68,65,0,6.26,MV,2021-01-31 05:26:04
540,Yarada,17.65,83.2667,80.6,69,75,4.61,IN,2021-01-31 05:24:42
541,Pechora,65.1472,57.2244,1.53,93,100,12.33,RU,2021-01-31 05:28:48
542,Huangchuan,32.1272,115.0394,57.76,41,83,6.96,CN,2021-01-31 05:28:49
543,Severodvinsk,64.5635,39.8302,21.2,93,75,2.24,RU,2021-01-31 05:24:01
544,Eydhafushi,5.1033,73.0708,81.61,72,39,10.98,MV,2021-01-31 05:28:49
545,San Andres,12.5847,-81.7006,80.6,74,20,13.8,CO,2021-01-31 05:24:44
546,Alihe,50.5667,123.7167,-6.72,81,100,0.65,CN,2021-01-31 05:28:49
547,Anuradhapura,8.3565,80.4173,82.0,75,29,10.18,LK,2021-01-31 05:28:49
548,Mujiayingzi,42.1167,118.7833,28.65,90,97,6.22,CN,2021-01-31 05:28:49
549,Kuytun,54.3419,101.5036,-26.57,83,9,6.87,RU,2021-01-31 05:28:50
550,Lubao,14.9167,120.55,82.4,47,75,6.91,PH,2021-01-31 05:28:50
551,Jacqueville,5.2052,-4.4146,80.6,94,20,5.75,CI,2021-01-31 05:28:50
552,Lethem,3.3803,-59.7968,77.14,77,60,10.45,GY,2021-01-31 05:28:50
553,Tiarei,-17.5333,-149.3333,73.4,88,75,6.91,PF,2021-01-31 05:25:20
554,Kungurtug,50.5994,97.5228,0.18,85,100,2.66,RU,2021-01-31 05:28:50
555,Riyadh,24.6877,46.7219,53.6,37,0,5.26,SA,2021-01-31 05:24:51
556,Paragominas,-2.9667,-47.4833,71.4,98,97,2.48,BR,2021-01-31 05:28:50
557,Nalut,30.3333,10.85,52.63,40,0,12.55,LY,2021-01-31 05:25:12
558,Ondjiva,-17.0667,15.7333,68.94,89,98,4.88,AO,2021-01-31 05:28:51
559,Jasper,37.2001,-94.3502,43.0,87,90,18.41,US,2021-01-31 05:27:15
560,Treinta Y Tres,-33.2333,-54.3833,66.96,94,100,12.73,UY,2021-01-31 05:28:51
561,Killybegs,54.6333,-8.45,37.0,93,99,8.99,IE,2021-01-31 05:28:51
562,Anupgarh,29.1911,73.2086,69.67,19,0,5.35,IN,2021-01-31 05:28:51
563,Shangrao,28.4532,117.9686,67.68,45,16,2.42,CN,2021-01-31 05:28:51
564,Strezhevoy,60.7333,77.5889,-14.8,70,75,15.66,RU,2021-01-31 05:28:51
565,Quatre Cocos,-20.2078,57.7625,84.99,70,40,10.36,MU,2021-01-31 05:28:51
566,Taree,-31.9,152.4667,79.0,73,90,1.99,AU,2021-01-31 05:25:36
567,Ponta Delgada,37.7333,-25.6667,63.0,94,75,11.5,PT,2021-01-31 05:28:52
568,Hearst,49.6835,-83.6665,-9.4,84,0,3.44,CA,2021-01-31 05:28:52
569,Katsina,12.9894,7.6006,60.87,29,16,9.44,NG,2021-01-31 05:25:39
570,Bagotville,-28.9833,153.4167,80.6,73,90,11.5,AU,2021-01-31 05:28:52
571,Fortuna,40.5982,-124.1573,54.0,71,90,19.57,US,2021-01-31 05:24:50
572,Reconquista,-29.15,-59.65,72.28,86,31,9.19,AR,2021-01-31 05:28:52
573,Kangaba,11.9333,-8.4167,65.95,24,0,6.02,ML,2021-01-31 05:28:52
574,Puerto Baquerizo Moreno,-0.9,-89.6,76.69,85,5,8.5,EC,2021-01-31 05:28:52
575,Kayiry,46.9454,33.7059,39.34,92,100,18.32,UA,2021-01-31 05:28:52
576,Minsk,53.9,27.5667,21.2,93,75,6.71,BY,2021-01-31 05:25:32
577,Rio De Jesus,7.9844,-81.1631,71.31,82,81,3.04,PA,2021-01-31 05:28:53
578,Nuuk,64.1835,-51.7216,17.6,73,20,16.11,GL,2021-01-31 05:28:53
579,Yaksatovo,46.2434,48.0151,30.2,93,90,11.18,RU,2021-01-31 05:28:53
580,Xinyang,32.1228,114.0656,57.96,35,95,4.23,CN,2021-01-31 05:28:53
581,Saint-Joseph,-21.3667,55.6167,87.8,55,0,9.22,RE,2021-01-31 05:25:05
582,Semey,50.4111,80.2275,3.2,85,0,11.18,KZ,2021-01-31 05:28:53
583,Ushumun,52.7833,126.5333,-20.02,84,90,0.85,RU,2021-01-31 05:28:54
584,Marau,-28.4492,-52.2,67.32,96,64,6.38,BR,2021-01-31 05:28:54
585,Hovd,48.0056,91.6419,17.78,72,16,2.39,MN,2021-01-31 05:28:54
586,Ta Khmau,11.4833,104.95,86.0,48,20,5.75,KH,2021-01-31 05:28:55
587,Etla,17.0608,-96.7944,56.86,61,60,1.92,MX,2021-01-31 05:28:55
588,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,2.03,91,100,9.37,RU,2021-01-31 05:28:55
